Sub Prod Cd,Acct Nbr,Tran Cd,Trans Desc,Tran Detail Desc,Db Cr Cd,Category,Post Dt,Tran Amt,MCC,Merchant Type,SIC Code Group Type,Presentation
Checking ,1,1203,OVERDRAFT ITEM FEE(S)                  ,                                               ,D,Fee,8/27/2014,33,,#N/A,#N/A,#N/A
Checking ,1,1203,OVERDRAFT ITEM FEE(S)                  ,                                               ,D,Fee,9/3/2014,33,,#N/A,#N/A,#N/A
Checking ,1,5764,INTERLINK/NETS POS                     ,17440044 HY VEE 1460044         OMAHA        NE       ,D,Grocery,6/2/2014,32.15,5411,Grocery Stores/Supermarkets,Grocery Stores/Supermarkets,Grocery Stores/Supermarkets
Checking ,1,1071,VISA DEBIT                             ,1415 TARGET        0002744OMAHA        NE       ,D,Home Supply/Housing,5/27/2014,32.1,5200,Home Supply Warehouse Stores,Home Supply Warehouse Stores,Home Supply Warehouse Stores
Checking ,1,1071,VISA DEBIT                             ,1415 GRETNA AUTO 0020772 GRETNA       NE       ,D,Auto/Travel,5/7/2014,32.09,5542,Automated Fuel Dispensers,Automated Fuel Dispensers,Automated Fuel Dispensers
Checking ,1,1071,VISA DEBIT                             ,1415 SCHEELS-OMAHA       OMAHA        NE       ,D,Sporting Goods/Retail,7/16/2014,32.09,5941,Sporting Goods Stores,Sporting Goods Stores,Sporting Goods Stores
Checking ,1,1071,VISA DEBIT                             ,17440044 KOHL'S #0775        OMAHA        NE       ,D,Clothing/Retail,7/21/2014,32.09,5691,Men’s and Women’s Clothing Stores,Men’s and Women’s Clothing Stores,Men’s and Women’s Clothing Stores
Checking ,1,1071,VISA DEBIT                             ,0145 HOBBY-LOBBY #0051   OMAHA        NE       ,D,Sporting Goods/Retail,7/16/2014,31.4,5970,Artist’s Supply and Craft Shops,Artist’s Supply and Craft Shops,Artist’s Supply and Craft Shops
Checking ,1,1071,VISA DEBIT                             ,17440044 BAKERS #0715        OMAHA        NE       ,D,Grocery,6/23/2014,31.14,5411,Grocery Stores/Supermarkets,Grocery Stores/Supermarkets,Grocery Stores/Supermarkets
Checking ,1,5764,INTERLINK/NETS POS                     ,4265 KUM & GO #760       OMAHA        NE       ,D,Auto/Gas,6/6/2014,31.09,5542,Automated Fuel Dispensers,Automated Fuel Dispensers,Automated Fuel Dispensers
Checking ,1,1071,VISA DEBIT                             ,1415 HY VEE 1400442         OMAHA        NE       ,D,Grocery,6/16/2014,31.02,5411,Grocery Stores/Supermarkets,Grocery Stores/Supermarkets,Grocery Stores/Supermarkets
Checking ,1,5764,INTERLINK/NETS POS                     ,17440044 WAL Wal-Mart Super 1OMAHA        NE       ,D,Retail,5/29/2014,31.01,5310,Discount Stores,Discount Stores,Discount Stores
Checking ,1,1071,VISA DEBIT                             ,17440044 TARGET        000057OMAHA        NE       ,D,Grocery,6/6/2014,30.53,5411,Grocery Stores/Supermarkets,Grocery Stores/Supermarkets,Grocery Stores/Supermarkets
Checking ,1,1071,VISA DEBIT                             ,1415 NO FRILLS SPRMKTS 44 OMAHA        NE       ,D,Grocery,5/19/2014,30.22,5411,Grocery Stores/Supermarkets,Grocery Stores/Supermarkets,Grocery Stores/Supermarkets
Checking ,1,1071,VISA DEBIT                             ,1415 WM SUPERCENTER #601 SAN ANGELO   TX       ,D,Grocery,6/4/2014,30.21,5411,Grocery Stores/Supermarkets,Grocery Stores/Supermarkets,Grocery Stores/Supermarkets
Checking ,1,1071,VISA DEBIT                             ,17440044 W MAPLE FANTASY     OMAHA        NE       ,D,Auto/Gas,8/4/2014,30.04,5542,Automated Fuel Dispensers,Automated Fuel Dispensers,Automated Fuel Dispensers
Checking ,1,1071,VISA DEBIT                             ,1415 THE WATERFALL LOUNGEOMAHA        NE       ,D,Restaurants/Bars,7/11/2014,30,5812,Eating places and Restaurants,Eating places and Restaurants,Eating places and Restaurants
Checking ,1,1071,VISA DEBIT                             ,17440044 KUM & GO #7444       OMAHA        NE       ,D,Auto/Gas,8/11/2014,30,5542,Automated Fuel Dispensers,Automated Fuel Dispensers,Automated Fuel Dispensers
Checking ,1,1071,VISA DEBIT                             ,17440044 RIVERA'S MEXICAN RESOMAHA        NE       ,D,Restaurants/Bars,6/2/2014,30,5812,Eating places and Restaurants,Eating places and Restaurants,Eating places and Restaurants
Checking ,1,1071,VISA DEBIT                             ,17440044 BAKERS #0715        OMAHA        NE       ,D,Grocery,6/2/2014,29.19,5411,Grocery Stores/Supermarkets,Grocery Stores/Supermarkets,Grocery Stores/Supermarkets
Checking ,1,1071,VISA DEBIT                             ,4265 MERCHANT'S #2       NORFOLK      NE       ,D,Auto/Gas,6/9/2014,28.96,5542,Automated Fuel Dispensers,Automated Fuel Dispensers,Automated Fuel Dispensers
Checking ,1,1071,VISA DEBIT                             ,17440044 BAKERS #0715        OMAHA        NE       ,D,Grocery,7/7/2014,28.73,5411,Grocery Stores/Supermarkets,Grocery Stores/Supermarkets,Grocery Stores/Supermarkets
Checking ,1,1071,VISA DEBIT                             ,17440044 FIVE GUYS #NE-04644  OMAHA        NE       ,D,Restaurants,8/4/2014,28.56,5812,Eating places and Restaurants,Eating places and Restaurants,Eating places and Restaurants
Checking ,1,1071,VISA DEBIT                             ,1415 NO FRILLS SPRMKTS 44 OMAHA        NE       ,D,Grocery,6/30/2014,28.46,5411,Grocery Stores/Supermarkets,Grocery Stores/Supermarkets,Grocery Stores/Supermarkets
Checking ,1,1071,VISA DEBIT                             ,17440044 VICTORIA'S SECRET 07OMAHA        NE       ,D,Clothing/Retail,8/25/2014,28.36,5691,Men’s and Women’s Clothing Stores,Men’s and Women’s Clothing Stores,Men’s and Women’s Clothing Stores
Checking ,1,1071,VISA DEBIT                             ,1415 CENEX CUBBY S 000440004407NELIGH       NE       ,D,Auto/Gas,6/10/2014,28.09,5542,Automated Fuel Dispensers,Automated Fuel Dispensers,Automated Fuel Dispensers
Checking ,1,1029,VISA CREDIT                            ,17440044 AMAZON MKTPLACE PMTSAMZN.COM/BIL WA       ,C,Returned Purchase,7/24/2014,133.98,,#N/A,#N/A,#N/A
Checking ,1,1071,VISA DEBIT                             ,1415 WAL-MART #4600      GRETNA       NE       ,D,Retail,5/12/2014,28.06,5310,Discount Stores,Discount Stores,Discount Stores
Checking ,1,1071,VISA DEBIT                             ,17440044 FIVE GUYS--NE # 04  OMAHA        NE       ,D,Restaurants,7/7/2014,27.46,5812,Eating places and Restaurants,Eating places and Restaurants,Eating places and Restaurants
Checking ,1,1071,VISA DEBIT                             ,4265 JUSTICE #0645       OMAHA        NE       ,D,Clothing/Retail,6/2/2014,27.23,5691,Men’s and Women’s Clothing Stores,Men’s and Women’s Clothing Stores,Men’s and Women’s Clothing Stores
Checking ,1,1071,VISA DEBIT                             ,1415 COLD STONE - VILLAGEOMAHA        NE       ,D,Restaurants/Bars,6/20/2014,27.05,5812,Eating places and Restaurants,Eating places and Restaurants,Eating places and Restaurants
Checking ,1,5764,INTERLINK/NETS POS                     ,17440044 HY VEE 1400440         OMAHA        NE       ,D,Grocery,6/6/2014,26.75,5411,Grocery Stores/Supermarkets,Grocery Stores/Supermarkets,Grocery Stores/Supermarkets
Checking ,1,1071,VISA DEBIT                             ,1415 SCHEELS-OMAHA       OMAHA        NE       ,D,Sporting Goods/Retail,5/13/2014,26.74,5941,Sporting Goods Stores,Sporting Goods Stores,Sporting Goods Stores
Checking ,1,1071,VISA DEBIT                             ,17440044 VILLAGE-INN-REST #044OMAHA        NE       ,D,Restaurants/Bars,5/12/2014,26.48,5812,Eating places and Restaurants,Eating places and Restaurants,Eating places and Restaurants
Checking ,1,1071,VISA DEBIT                             ,17440044 TARGET        000057OMAHA        NE       ,D,Grocery,6/13/2014,26.35,5411,Grocery Stores/Supermarkets,Grocery Stores/Supermarkets,Grocery Stores/Supermarkets
Checking ,1,1071,VISA DEBIT                             ,17440044 BAKERS #0715        OMAHA        NE       ,D,Grocery,7/7/2014,26.01,5411,Grocery Stores/Supermarkets,Grocery Stores/Supermarkets,Grocery Stores/Supermarkets
Checking ,1,1071,VISA DEBIT                             ,4265 SCHEELS-OMAHA       OMAHA        NE       ,D,Sporting Goods/Retail,5/12/2014,26,5941,Sporting Goods Stores,Sporting Goods Stores,Sporting Goods Stores
Checking ,1,1071,VISA DEBIT                             ,4265 HY VEE 1400442         OMAHA        NE       ,D,Grocery,5/8/2014,25.56,5411,Grocery Stores/Supermarkets,Grocery Stores/Supermarkets,Grocery Stores/Supermarkets
Checking ,1,1071,VISA DEBIT                             ,17440044 BAKERS #0715        OMAHA        NE       ,D,Grocery,7/28/2014,25.55,5411,Grocery Stores/Supermarkets,Grocery Stores/Supermarkets,Grocery Stores/Supermarkets
Checking ,1,1071,VISA DEBIT                             ,4265 STORIESCOFFEEHOUSE  OMAHA        NE       ,D,Restaurants/Bars,5/27/2014,25.29,5812,Eating places and Restaurants,Eating places and Restaurants,Eating places and Restaurants
Checking ,1,1071,VISA DEBIT                             ,1415 JIMMY JOHN'S # 10644 OMAHA        NE       ,D,Restaurants,5/22/2014,25.18,5812,Eating places and Restaurants,Eating places and Restaurants,Eating places and Restaurants
Checking ,1,1071,VISA DEBIT                             ,1415 BIG FRED'S          OMAHA        NE       ,D,Restaurants/Bars,7/28/2014,25.11,5812,Eating places and Restaurants,Eating places and Restaurants,Eating places and Restaurants
Checking ,1,1071,VISA DEBIT                             ,1415 VILLAGE POINTE PEDIAELKHORN      NE       ,D,Clothing/Retail,6/12/2014,25,5691,Men’s and Women’s Clothing Stores,Men’s and Women’s Clothing Stores,Men’s and Women’s Clothing Stores
Checking ,1,1071,VISA DEBIT                             ,17440044 MCDONALD'S F6004476    OMAHA        NE       ,D,Restaurants,6/2/2014,24.85,5812,Eating places and Restaurants,Eating places and Restaurants,Eating places and Restaurants
Checking ,1,1071,VISA DEBIT                             ,17440044 DRAGON'S LAIR COMICSOMAHA        NE       ,D,Recreation,7/28/2014,24.52,5942,Book Stores,Book Stores,Book Stores
Checking ,1,1071,VISA DEBIT                             ,1415 RISKYS SPORTS BAR & BEATRICE     NE       ,D,Restaurants/Bars,6/17/2014,24.51,5812,Eating places and Restaurants,Eating places and Restaurants,Eating places and Restaurants
Checking ,1,1071,VISA DEBIT                             ,0145 BABY BLUE SUSHI     OMAHA        NE       ,D,Restaurants/Bars,7/14/2014,24.5,5812,Eating places and Restaurants,Eating places and Restaurants,Eating places and Restaurants
Checking ,1,5764,INTERLINK/NETS POS                     ,17440044 WALGREENS           OMAHA        NE       ,D,Healthcare,6/23/2014,24.39,5912,Drug Stores and Pharmacies,Drug Stores and Pharmacies,Drug Stores and Pharmacies
Checking ,1,1071,VISA DEBIT                             ,17440044 HUHOT OMAHA         OMAHA        NE       ,D,Restaurants/Bars,7/21/2014,24.14,5812,Eating places and Restaurants,Eating places and Restaurants,Eating places and Restaurants
Checking ,1,1071,VISA DEBIT                             ,17440044 TM *ROB ZOMBIE      4400-657-44000 IL       ,D,Recreation,8/18/2014,24.11,5942,Book Stores,Book Stores,Book Stores
Checking ,1,1071,VISA DEBIT                             ,1415 WAL-MART #4600      GRETNA       NE       ,D,Retail,7/7/2014,23.83,5310,Discount Stores,Discount Stores,Discount Stores
Checking ,1,1071,VISA DEBIT                             ,0145 REEDS LAKESIDE SPORTTOPEKA       KS       ,D,Restaurants/Bars,7/18/2014,23.77,5812,Eating places and Restaurants,Eating places and Restaurants,Eating places and Restaurants
Checking ,1,1071,VISA DEBIT                             ,17440044 PEPPER JAX GRILL    OMAHA        NE       ,D,Restaurants/Bars,6/9/2014,23.74,5812,Eating places and Restaurants,Eating places and Restaurants,Eating places and Restaurants
Checking ,1,1071,VISA DEBIT                             ,17440044 DOMINO'S 6125       402-5544-7777 NE       ,D,Restaurants,5/14/2014,23.71,5812,Eating places and Restaurants,Eating places and Restaurants,Eating places and Restaurants
Checking ,1,2201,INTEREST CHARGE                        ,                                               ,D,Fee,8/6/2014,23.62,,#N/A,#N/A,#N/A
Checking ,1,1071,VISA DEBIT                             ,17440044 DRAGON'S LAIR COMICSOMAHA        NE       ,D,Recreation,8/19/2014,23.5,5942,Book Stores,Book Stores,Book Stores
Checking ,1,1071,VISA DEBIT                             ,0145 ON THE BORDER       TOPEKA       KS       ,D,Restaurants/Bars,7/18/2014,23.44,5812,Eating places and Restaurants,Eating places and Restaurants,Eating places and Restaurants
Checking ,1,1071,VISA DEBIT                             ,1415 LITTLE CAESARS PIZZAOMAHA        NE       ,D,Restaurants,6/11/2014,23.36,5812,Eating places and Restaurants,Eating places and Restaurants,Eating places and Restaurants
Checking ,1,1071,VISA DEBIT                             ,17440044 BAKERS #0715        OMAHA        NE       ,D,Grocery,5/27/2014,23.2,5411,Grocery Stores/Supermarkets,Grocery Stores/Supermarkets,Grocery Stores/Supermarkets
Checking ,1,5764,INTERLINK/NETS POS                     ,4265 WALGREENS           OMAHA        NE       ,D,Pharmacy,5/8/2014,23.2,8099,"Medical Services, Health Practitioners-not Elsewhe","Medical Services, Health Practitioners-not Elsewhe","Medical Services, Health Practitioners-not Elsewhe"
Checking ,1,1071,VISA DEBIT                             ,0145 WALGREENS #5166     OMAHA        NE       ,D,Healthcare,7/7/2014,23.18,5912,Drug Stores and Pharmacies,Drug Stores and Pharmacies,Drug Stores and Pharmacies
Checking ,1,1071,VISA DEBIT                             ,17440044 TARGET        000057OMAHA        NE       ,D,Grocery,7/28/2014,23.18,5411,Grocery Stores/Supermarkets,Grocery Stores/Supermarkets,Grocery Stores/Supermarkets
Checking ,1,1097,LOC MINIMUM PAYMENT                    ,                                               ,D,Fee,5/5/2014,23.13,,#N/A,#N/A,#N/A
Checking ,1,5785,CHECK IMAGE CHECK                      ,                                               ,D,,5/9/2014,22.97,,#N/A,#N/A,#N/A
Checking ,1,1071,VISA DEBIT                             ,17440044 FIVE GUYS--NE # 04  OMAHA        NE       ,D,Restaurants,5/27/2014,22.88,5812,Eating places and Restaurants,Eating places and Restaurants,Eating places and Restaurants
Checking ,1,1071,VISA DEBIT                             ,17440044 DRAGON'S LAIR COMICSOMAHA        NE       ,D,Recreation,6/17/2014,22.72,5942,Book Stores,Book Stores,Book Stores
Checking ,1,1071,VISA DEBIT                             ,4265 WAL-MART #4600      GRETNA       NE       ,D,Retail,5/27/2014,22.71,5310,Discount Stores,Discount Stores,Discount Stores
Checking ,1,1071,VISA DEBIT                             ,17440044 BAKERS #0715        OMAHA        NE       ,D,Grocery,5/21/2014,22.57,5411,Grocery Stores/Supermarkets,Grocery Stores/Supermarkets,Grocery Stores/Supermarkets
Checking ,1,1071,VISA DEBIT                             ,4265 TACO BELL 00020002441OMAHA        NE       ,D,Restaurants,6/16/2014,22.55,5812,Eating places and Restaurants,Eating places and Restaurants,Eating places and Restaurants
Checking ,1,1097,LOC MINIMUM PAYMENT                    ,                                               ,D,Fee,6/2/2014,22.52,,#N/A,#N/A,#N/A
Checking ,1,1071,VISA DEBIT                             ,17440044 20 GRAND CINEMAS-245OMAHA        NE       ,D,Recreation,5/20/2014,22.5,7833,MOTION PICTURE THEATER (QUICK PAYMENT SERVICE),MOTION PICTURE THEATER (QUICK PAYMENT SERVICE),MOTION PICTURE THEATER (QUICK PAYMENT SERVICE)
Checking ,1,1071,VISA DEBIT                             ,17440044 BUCKY'S EXPRESS #72 OMAHA        NE       ,D,Auto/Gas,7/14/2014,22.49,5542,Automated Fuel Dispensers,Automated Fuel Dispensers,Automated Fuel Dispensers
Checking ,1,1097,LOC MINIMUM PAYMENT                    ,                                               ,D,Fee,8/4/2014,22.44,,#N/A,#N/A,#N/A
Checking ,1,2201,INTEREST CHARGE                        ,                                               ,D,Fee,5/6/2014,22.36,,#N/A,#N/A,#N/A
Checking ,1,1097,LOC MINIMUM PAYMENT                    ,                                               ,D,Fee,7/2/2014,22.28,,#N/A,#N/A,#N/A
Checking ,1,1071,VISA DEBIT                             ,4265 FAMILY VIDEO #5440044   OMAHA        NE       ,D,Recreation,5/19/2014,22.25,7833,MOTION PICTURE THEATER (QUICK PAYMENT SERVICE),MOTION PICTURE THEATER (QUICK PAYMENT SERVICE),MOTION PICTURE THEATER (QUICK PAYMENT SERVICE)
Checking ,1,1071,VISA DEBIT                             ,1415 KUM & GO #760       OMAHA        NE       ,D,Auto/Gas,5/27/2014,22.21,5542,Automated Fuel Dispensers,Automated Fuel Dispensers,Automated Fuel Dispensers
Checking ,1,1071,VISA DEBIT                             ,17440044 DRAGON'S LAIR COMICSOMAHA        NE       ,D,Recreation,6/24/2014,21.97,5942,Book Stores,Book Stores,Book Stores
Checking ,1,2201,INTEREST CHARGE                        ,                                               ,D,Fee,6/6/2014,21.72,,#N/A,#N/A,#N/A
Checking ,1,1071,VISA DEBIT                             ,1415 PINKIE'S SHERWOOD   SAN ANGELO   TX       ,D,Restaurants/Bars,6/6/2014,21.42,5812,Eating places and Restaurants,Eating places and Restaurants,Eating places and Restaurants
Checking ,1,5764,INTERLINK/NETS POS                     ,17440044 PETCO 2440044           OMAHA        NE       ,D,Pet,5/27/2014,21.39,5995,"Pet Shops, Pet Foods, and Supplies Stores","Pet Shops, Pet Foods, and Supplies Stores","Pet Shops, Pet Foods, and Supplies Stores"
Checking ,1,1071,VISA DEBIT                             ,1415 WAL-MART #7260044      OMAHA        NE       ,D,Retail,5/19/2014,21.38,5310,Discount Stores,Discount Stores,Discount Stores
Checking ,1,1071,VISA DEBIT                             ,17440044 BAKERS #0715        OMAHA        NE       ,D,Grocery,6/20/2014,21.35,5411,Grocery Stores/Supermarkets,Grocery Stores/Supermarkets,Grocery Stores/Supermarkets
Checking ,1,1071,VISA DEBIT                             ,0145 JIMMY JOHN'S # 1172 SIOUX CITY   IA       ,D,Restaurants/Bars,7/15/2014,21.34,5812,Eating places and Restaurants,Eating places and Restaurants,Eating places and Restaurants
Checking ,1,5764,INTERLINK/NETS POS                     ,4265 WALGREENS           OMAHA        NE       ,D,Pharmacy,5/8/2014,20.99,8099,"Medical Services, Health Practitioners-not Elsewhe","Medical Services, Health Practitioners-not Elsewhe","Medical Services, Health Practitioners-not Elsewhe"
Checking ,1,5764,INTERLINK/NETS POS                     ,17440044 WAL Wal-Mart Super 44OMAHA        NE       ,D,Retail,5/21/2014,20.78,5310,Discount Stores,Discount Stores,Discount Stores
Checking ,1,1071,VISA DEBIT                             ,4265 SONIC DRIVE IN #5140044GRETNA       NE       ,D,Restaurants,5/23/2014,20.51,5812,Eating places and Restaurants,Eating places and Restaurants,Eating places and Restaurants
Checking ,1,1071,VISA DEBIT                             ,1415 ARBYS 44710          GRETNA       NE       ,D,Restaurants/Bars,6/30/2014,20.44,5812,Eating places and Restaurants,Eating places and Restaurants,Eating places and Restaurants
Checking ,1,1071,VISA DEBIT                             ,1415 MENARDS 70644        OMAHA        NE       ,D,Home Supply/Housing,5/15/2014,20.28,5200,Home Supply Warehouse Stores,Home Supply Warehouse Stores,Home Supply Warehouse Stores
Checking ,1,1071,VISA DEBIT                             ,17440044 BAKERS #0715        OMAHA        NE       ,D,Grocery,6/11/2014,20.26,5411,Grocery Stores/Supermarkets,Grocery Stores/Supermarkets,Grocery Stores/Supermarkets
Checking ,1,1071,VISA DEBIT                             ,17440044 BAKERS #0715        OMAHA        NE       ,D,Grocery,8/29/2014,20.24,5411,Grocery Stores/Supermarkets,Grocery Stores/Supermarkets,Grocery Stores/Supermarkets
Checking ,1,1071,VISA DEBIT                             ,17440044 BAKERS #0715        OMAHA        NE       ,D,Grocery,7/28/2014,20.17,5411,Grocery Stores/Supermarkets,Grocery Stores/Supermarkets,Grocery Stores/Supermarkets
Checking ,1,1085,LOCAL ATM WITHDRAWAL                   ,1415 2605 S 177RD        OMAHA        NE       ,D,ATM / CASH,5/28/2014,20,,#N/A,#N/A,#N/A
Checking ,1,1085,LOCAL ATM WITHDRAWAL                   ,1415 2625 S 100445TH STREET OMAHA        NE       ,D,ATM / CASH,7/28/2014,20,,#N/A,#N/A,#N/A
Checking ,1,1071,VISA DEBIT                             ,1415 WAX ON              OMAHA        NE       ,D,Auto/Travel,7/11/2014,20,5542,Automated Fuel Dispensers,Automated Fuel Dispensers,Automated Fuel Dispensers
Checking ,1,1085,LOCAL ATM WITHDRAWAL                   ,17440044 17710 WEST MAPLE W  OMAHA        NE       ,D,ATM / CASH,6/24/2014,20,,#N/A,#N/A,#N/A
Checking ,1,1071,VISA DEBIT                             ,17440044 20 GRAND CINEMAS-245OMAHA        NE       ,D,Recreation,8/4/2014,20,7833,MOTION PICTURE THEATER (QUICK PAYMENT SERVICE),MOTION PICTURE THEATER (QUICK PAYMENT SERVICE),MOTION PICTURE THEATER (QUICK PAYMENT SERVICE)
Checking ,1,1071,VISA DEBIT                             ,17440044 KWIK SHOP #0600447     OMAHA        NE       ,D,Auto/Gas,7/1/2014,20,5542,Automated Fuel Dispensers,Automated Fuel Dispensers,Automated Fuel Dispensers
Checking ,1,5839,FOREIGN ATM WITHDRAWAL                 ,4265 100 E. LOCUST STREETCARTER LAKE  IA       ,D,ATM / CASH,6/16/2014,20,,#N/A,#N/A,#N/A
Checking ,1,1071,VISA DEBIT                             ,4265 HY VEE 1400442         OMAHA        NE       ,D,Grocery,5/5/2014,19.8,5411,Grocery Stores/Supermarkets,Grocery Stores/Supermarkets,Grocery Stores/Supermarkets
Checking ,1,1071,VISA DEBIT                             ,1415 FETAS GYROS         OMAHA        NE       ,D,Restaurants,5/12/2014,19.74,5812,Eating places and Restaurants,Eating places and Restaurants,Eating places and Restaurants
Checking ,1,1071,VISA DEBIT                             ,1415 AMC OAK VIEW 24 #0044OMAHA        NE       ,D,Recreation,8/6/2014,19.5,7833,MOTION PICTURE THEATER (QUICK PAYMENT SERVICE),MOTION PICTURE THEATER (QUICK PAYMENT SERVICE),MOTION PICTURE THEATER (QUICK PAYMENT SERVICE)
Checking ,1,1071,VISA DEBIT                             ,1415 AUTOZONE #1640044      OMAHA        NE       ,D,Auto/Travel,5/5/2014,19.25,5542,Automated Fuel Dispensers,Automated Fuel Dispensers,Automated Fuel Dispensers
Checking ,1,1071,VISA DEBIT                             ,1415 AUTOZONE #1640044      OMAHA        NE       ,D,Auto/Travel,5/15/2014,19.25,5542,Automated Fuel Dispensers,Automated Fuel Dispensers,Automated Fuel Dispensers
Checking ,1,1071,VISA DEBIT                             ,1415 BEST BUY      000024OMAHA        NE       ,D,Electronics/Housing,5/19/2014,19.25,5712,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances","Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances","Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances"
Checking ,1,1071,VISA DEBIT                             ,17440044 NETFLIX.COM         NETFLIX.COM  CA       ,D,Recreation,6/2/2014,19.24,5968,Direct Marketing – Continuity/Subscription Merchant,Direct Marketing – Continuity/Subscription Merchant,Direct Marketing – Continuity/Subscription Merchant
Checking ,1,1071,VISA DEBIT                             ,17440044 NETFLIX.COM         NETFLIX.COM  CA       ,D,Recreation,7/1/2014,19.24,5968,Direct Marketing – Continuity/Subscription Merchant,Direct Marketing – Continuity/Subscription Merchant,Direct Marketing – Continuity/Subscription Merchant
Checking ,1,1071,VISA DEBIT                             ,17440044 NETFLIX.COM         NETFLIX.COM  CA       ,D,Recreation,8/1/2014,19.24,5968,Direct Marketing – Continuity/Subscription Merchant,Direct Marketing – Continuity/Subscription Merchant,Direct Marketing – Continuity/Subscription Merchant
Checking ,1,1071,VISA DEBIT                             ,17440044 NETFLIX.COM         NETFLIX.COM  CA       ,D,Recreation,9/2/2014,19.24,5968,Direct Marketing – Continuity/Subscription Merchant,Direct Marketing – Continuity/Subscription Merchant,Direct Marketing – Continuity/Subscription Merchant
Checking ,1,1071,VISA DEBIT                             ,1415 SONIC DRIVE IN #4771OMAHA        NE       ,D,Restaurants,5/12/2014,19.15,5812,Eating places and Restaurants,Eating places and Restaurants,Eating places and Restaurants
Checking ,1,1071,VISA DEBIT                             ,4265 WM SUPERCENTER #601 SAN ANGELO   TX       ,D,Grocery,6/5/2014,19.02,5411,Grocery Stores/Supermarkets,Grocery Stores/Supermarkets,Grocery Stores/Supermarkets
Checking ,1,1071,VISA DEBIT                             ,0145 HARVEY'S STIR COVE  COUNCIL BLUF IA       ,D,Vacation,7/25/2014,19,7011,"Lodging – Hotels, Motels, Resorts, Central Reservation Services (not elsewhere classified)","Lodging – Hotels, Motels, Resorts, Central Reservation Services (not elsewhere classified)","Lodging – Hotels, Motels, Resorts, Central Reservation Services (not elsewhere classified)"
Checking ,1,1071,VISA DEBIT                             ,17440044 20 GRAND CINEMAS-245OMAHA        NE       ,D,Recreation,5/27/2014,19,7833,MOTION PICTURE THEATER (QUICK PAYMENT SERVICE),MOTION PICTURE THEATER (QUICK PAYMENT SERVICE),MOTION PICTURE THEATER (QUICK PAYMENT SERVICE)
Checking ,1,1071,VISA DEBIT                             ,17440044 BAKERS #0715        OMAHA        NE       ,D,Grocery,5/30/2014,18.97,5411,Grocery Stores/Supermarkets,Grocery Stores/Supermarkets,Grocery Stores/Supermarkets
Checking ,1,1071,VISA DEBIT                             ,17440044 BAKERS #0715        OMAHA        NE       ,D,Grocery,5/12/2014,18.88,5411,Grocery Stores/Supermarkets,Grocery Stores/Supermarkets,Grocery Stores/Supermarkets
Checking ,1,2201,INTEREST CHARGE                        ,                                               ,D,Fee,7/3/2014,18.75,,#N/A,#N/A,#N/A
Checking ,1,1071,VISA DEBIT                             ,17440044 BAKERS #0715        OMAHA        NE       ,D,Grocery,6/9/2014,18.66,5411,Grocery Stores/Supermarkets,Grocery Stores/Supermarkets,Grocery Stores/Supermarkets
Checking ,1,1071,VISA DEBIT                             ,1415 CHICK-FIL-A #02100444  PAPILLION    NE       ,D,Restaurants/Bars,7/14/2014,18.59,5812,Eating places and Restaurants,Eating places and Restaurants,Eating places and Restaurants
Checking ,1,1071,VISA DEBIT                             ,1415 OMAHA ZOO ONSITE    OMAHA        NE       ,D,Charity,6/16/2014,18.5,,#N/A,#N/A,#N/A
Checking ,1,1071,VISA DEBIT                             ,17440044 TARGET        0002744OMAHA        NE       ,D,Grocery,6/2/2014,18.39,5411,Grocery Stores/Supermarkets,Grocery Stores/Supermarkets,Grocery Stores/Supermarkets
Checking ,1,5764,INTERLINK/NETS POS                     ,17440044 WAL-MART #41744      OMAHA        NE       ,D,Retail,7/28/2014,18.22,5310,Discount Stores,Discount Stores,Discount Stores
Checking ,1,1071,VISA DEBIT                             ,17440044 TARGET        000057OMAHA        NE       ,D,Grocery,5/27/2014,18.21,5411,Grocery Stores/Supermarkets,Grocery Stores/Supermarkets,Grocery Stores/Supermarkets
Checking ,1,1071,VISA DEBIT                             ,1415 SHELL OIL 5004454551004410SANTO        TX       ,D,Auto/Gas,6/5/2014,18.02,5542,Automated Fuel Dispensers,Automated Fuel Dispensers,Automated Fuel Dispensers
Checking ,1,1071,VISA DEBIT                             ,1415 AMPCO PARKING EPPLEYOMAHA        NE       ,D,Parking,6/9/2014,18,7523,Automobile Parking Lots And Garages,Automobile Parking Lots And Garages,Automobile Parking Lots And Garages
Checking ,1,1071,VISA DEBIT                             ,1415 TIBURON GOLF CLUB - OMAHA        NE       ,D,Recreation,7/11/2014,18,7992,Golf Courses-public,Golf Courses-public,Golf Courses-public
Checking ,1,1071,VISA DEBIT                             ,17440044 ARBYS 6742          OMAHA        NE       ,D,Restaurants,7/17/2014,17.72,5812,Eating places and Restaurants,Eating places and Restaurants,Eating places and Restaurants
Checking ,1,1071,VISA DEBIT                             ,17440044 BAKERS #0715        OMAHA        NE       ,D,Grocery,5/5/2014,17.61,5411,Grocery Stores/Supermarkets,Grocery Stores/Supermarkets,Grocery Stores/Supermarkets
